PostAuthorKey,CommenterKey,InteractionCount,UniquePostsCommented,WithinWindowCount,MedianDeltaMinutes,MinDeltaMinutes,SelfCommentCount
id:bulbol,id:realysoccer,4,4,0,27.008333333333333,11.85,0
id:bulbol,id:say1673,4,4,0,44.016666666666666,7.933333333333334,0
id:bulbol,id:yoon4859,4,4,0,7.691666666666666,6.766666666666667,0
id:bundes1,id:dlawls,4,4,0,21.09166666666667,5.1,0
id:bvbreus11,id:roe2k,4,4,0,28.51666666666667,5.516666666666667,0
id:dlawls,id:oasiticjoo19,4,4,0,7.066666666666666,6.133333333333334,0
id:fantak,id:leoperiseus,4,4,0,37.025,8.183333333333334,0
id:fantak,id:messiya2022,4,4,0,263.2916666666667,12.066666666666666,0
id:hyeok497,id:monkjm,4,4,0,15.0,5.083333333333333,0
id:hyeok497,id:placebo,4,4,0,12.45,9.25,0
id:impactx84,id:yally1010,4,4,0,8.758333333333333,6.333333333333333,0
id:ninety5mph,id:messiya2022,4,4,0,10.716666666666667,6.133333333333334,0
id:qnflsdl,id:marush,4,4,0,14.483333333333334,8.433333333333334,0
id:qnflsdl,id:spoops,4,4,0,13.45,5.2,0
id:rukk7812,id:kapfazo,4,4,0,40.5,35.0,0
id:rukk7812,id:oasiticjoo19,4,4,0,9.125,5.55,0
id:summernight,id:shkj22,4,4,0,15.274999999999999,12.383333333333333,0
id:Clocks,id:Clocks,4,3,0,9.666666666666666,6.333333333333333,4
id:wind1123,id:monkjm,4,3,0,70.2,12.95,0
id:j8wkfn,id:dleoduq1234,4,1,0,14.516666666666666,11.083333333333334,0
id:puh1993,id:j8wkfn,4,1,0,209.75833333333333,193.06666666666666,0
id:qnflsdl,id:ktma1001,4,1,0,88.25,82.78333333333333,0
id:6830,id:kim2pac,3,3,0,10.816666666666666,8.433333333333334,0
id:6830,id:monkjm,3,3,0,24.716666666666665,19.816666666666666,0
id:6830,id:taz79,3,3,0,76.36666666666666,7.566666666666666,0
id:Clocks,id:kiriman,3,3,0,10.7,7.283333333333333,0
id:FeelingGood,id:kanoutsider,3,3,0,19.233333333333334,10.666666666666666,0
id:FeelingGood,id:whoshot,3,3,0,8.6,5.733333333333333,0
id:ManU01,id:roe2k,3,3,0,15.466666666666667,14.233333333333333,0
id:Tenhag,id:monkjm,3,3,0,6.783333333333333,5.966666666666667,0
id:armwear,id:kuo13,3,3,0,17.4,11.266666666666667,0
id:ashluna,id:wind1123,3,3,0,7.0,6.2,0
id:blue123,id:cubana,3,3,0,23.55,18.5,0
id:blue123,id:kanoutsider,3,3,0,11.433333333333334,5.316666666666666,0
id:boba1983,id:cubana,3,3,0,22.333333333333332,9.433333333333334,0
id:bugfix,id:monkjm,3,3,0,46.85,8.3,0
id:bulbol,id:Mobaraeram,3,3,0,73.05,27.166666666666668,0
id:bulbol,id:ar10,3,3,0,12.75,10.833333333333334,0
id:bulbol,id:choissi,3,3,0,10.75,10.45,0
id:bulbol,id:deeblue,3,3,0,24.833333333333332,11.883333333333333,0
id:bulbol,id:ex400,3,3,0,11.483333333333333,8.833333333333334,0
id:bulbol,id:kaizennf,3,3,0,19.05,16.35,0
id:bulbol,id:loadone,3,3,0,10.283333333333333,9.516666666666667,0
id:bulbol,id:press21cc,3,3,0,17.616666666666667,8.683333333333334,0
id:bulbol,id:redgundam,3,3,0,10.616666666666667,7.4,0
id:bulbol,id:xowhdeo,3,3,0,272.3666666666667,195.36666666666667,0
id:bulbol,id:yellowsoul,3,3,0,40.88333333333333,10.316666666666666,0
id:bundes1,id:roe2k,3,3,0,30.266666666666666,7.366666666666666,0
id:bvbreus11,id:vincent85,3,3,0,8.45,6.5,0
id:cytokine1234,id:kicheon,3,3,0,18.366666666666667,6.833333333333333,0
id:dadoocom,id:spoops,3,3,0,38.36666666666667,6.866666666666666,0
id:fantak,id:blue5365,3,3,0,44.166666666666664,23.45,0
id:fantak,id:cydia14,3,3,0,10.95,8.033333333333333,0
id:fantak,id:loblue208,3,3,0,14.716666666666667,8.866666666666667,0
id:fantak,id:naco16,3,3,0,11.383333333333333,5.533333333333333,0
id:fantak,id:raulgonzo,3,3,0,8.683333333333334,5.05,0
id:fantak,id:sonhh,3,3,0,24.6,22.4,0
id:flypcs20,id:purelife,3,3,0,20.05,12.116666666666667,0
id:grit,id:cokabel,3,3,0,14.366666666666667,7.333333333333333,0
id:grit,id:consul,3,3,0,6.016666666666667,5.9,0
id:grit,id:kostanjino,3,3,0,355.81666666666666,25.35,0
id:hodoeel,id:MementoMori,3,3,0,441.06666666666666,58.18333333333333,0
id:hodoeel,id:bluepillz,3,3,0,6.0,5.516666666666667,0
id:htht709,id:monkjm,3,3,0,51.53333333333333,44.7,0
id:hwangheenim,id:kicheon,3,3,0,30.916666666666668,5.333333333333333,0
id:hwangheenim,id:mrnohsr,3,3,0,389.93333333333334,310.96666666666664,0
id:hyeok497,id:erec,3,3,0,16.316666666666666,12.633333333333333,0
id:hyeok497,id:hanlobby,3,3,0,11.683333333333334,5.533333333333333,0
id:hyeok497,id:leoperiseus,3,3,0,7.533333333333333,5.7,0
id:hyeok497,id:loadone,3,3,0,19.016666666666666,6.7,0
id:hypeboy,id:dlawls,3,3,0,17.2,11.433333333333334,0
id:hypeboy,id:iglaman,3,3,0,5.583333333333333,5.433333333333334,0
id:impactx84,id:aoi04,3,3,0,38.78333333333333,5.533333333333333,0
id:impactx84,id:benben,3,3,0,8.366666666666667,5.733333333333333,0
id:impactx84,id:ddmcd,3,3,0,9.383333333333333,8.75,0
id:impactx84,id:kim2pac,3,3,0,69.6,23.9,0
id:impactx84,id:redgundam,3,3,0,12.516666666666667,5.433333333333334,0
id:impactx84,id:regnier,3,3,0,20.1,16.45,0
id:impactx84,id:roe2k,3,3,0,31.616666666666667,10.65,0
id:impactx84,id:vnweq956,3,3,0,15.333333333333334,7.616666666666666,0
id:jeffkent,id:shkj22,3,3,0,11.433333333333334,7.45,0
id:juventus82,id:oasiticjoo19,3,3,0,9.15,6.633333333333334,0
id:kaizennf,id:wind1123,3,3,0,19.616666666666667,13.183333333333334,0
id:kglite,id:roe2k,3,3,0,8.4,6.683333333333334,0
id:kokomong,id:dlawls,3,3,0,30.233333333333334,5.933333333333334,0
id:lfcthismeans,id:leoperiseus,3,3,0,45.416666666666664,5.45,0
id:luna7742,id:placebo,3,3,0,58.8,27.083333333333332,0
id:malwool,id:ifleet,3,3,0,22.366666666666667,12.366666666666667,0
id:modern21,id:kicking,3,3,0,11.616666666666667,7.783333333333333,0
id:naco16,id:0979yj,3,3,0,15.916666666666666,5.75,0
id:naco16,id:YoLaTengo,3,3,0,7.666666666666667,7.3,0
id:naco16,id:adios00,3,3,0,32.93333333333333,9.1,0
id:naco16,id:emknud,3,3,0,9.266666666666667,5.45,0
id:ninety5mph,id:monkjm,3,3,0,6.516666666666667,5.933333333333334,0
id:ninety5mph,id:roe2k,3,3,0,89.55,51.71666666666667,0
id:niwoong1,id:thesilver,3,3,0,7.15,6.366666666666666,0
id:novacane,id:ksb7872,3,3,0,17.85,15.85,0
id:oasiticjoo19,id:roe2k,3,3,0,105.35,10.266666666666667,0
id:opopgogo,id:pjhwinner,3,3,0,8.733333333333333,7.95,0
id:pucrinyesir,id:blue5365,3,3,0,8.466666666666667,5.583333333333333,0
id:pucrinyesir,id:mantis,3,3,0,17.316666666666666,7.5,0
id:pucrinyesir,id:thesilver,3,3,0,38.06666666666667,13.166666666666666,0
id:qnflsdl,id:kim2pac,3,3,0,52.416666666666664,6.083333333333333,0
id:qnflsdl,id:shrnhoist,3,3,0,10.45,7.3,0
id:qnflsdl,id:tjf12012,3,3,0,10.25,10.166666666666666,0
id:qnflsdl,id:ulsan0101,3,3,0,12.683333333333334,7.466666666666667,0
id:radioshot1,id:Bluewings21,3,3,0,28.083333333333332,11.266666666666667,0
id:radioshot1,id:kanoutsider,3,3,0,16.166666666666668,8.566666666666666,0
id:regions,id:naco16,3,3,0,14.1,9.633333333333333,0
id:regions,id:stynerkn,3,3,0,6.516666666666667,5.2,0
id:rhcp11,id:cubana,3,3,0,8.25,7.333333333333333,0
id:rukk7812,id:ehsaksk,3,3,0,5.666666666666667,5.1,0
id:rukk7812,id:forest,3,3,0,16.2,11.366666666666667,0
id:rukk7812,id:hanlobby,3,3,0,26.383333333333333,17.416666666666668,0
id:rukk7812,id:leoperiseus,3,3,0,12.533333333333333,7.533333333333333,0
id:sc1984,id:cubana,3,3,0,16.0,7.016666666666667,0
id:snap23,id:redondor,3,3,0,15.466666666666667,6.183333333333334,0
id:solution78,id:Mokko,3,3,0,177.95,28.433333333333334,0
id:sounited13,id:rukk7812,3,3,0,17.1,6.583333333333333,0
id:summernight,id:press21cc,3,3,0,274.68333333333334,53.55,0
id:summernight,id:roe2k,3,3,0,262.4166666666667,85.53333333333333,0
id:todfndl12,id:kuo13,3,3,0,8.466666666666667,5.916666666666667,0
id:typoonj2,id:cubana,3,3,0,6.866666666666666,5.466666666666667,0
id:typoonj2,id:leoperiseus,3,3,0,14.033333333333333,12.616666666666667,0
id:vincent85,id:roe2k,3,3,0,198.71666666666667,46.53333333333333,0
id:yally1010,id:cubana,3,3,0,87.05,14.983333333333333,0
id:yo821281,id:bluepillz,3,3,0,9.766666666666667,9.35,0
id:yo821281,id:reiun,3,3,0,13.05,9.733333333333333,0
id:zero080,id:roe2k,3,3,0,14.833333333333334,13.6,0
id:bulbol,id:dsgmjj,3,2,0,84.5,82.96666666666667,0
id:bulbol,id:shin4687,3,2,0,61.46666666666667,52.166666666666664,0
id:dbsupers,id:alfatini,3,2,0,14.666666666666666,11.533333333333333,0
id:flypcs20,id:kaizennf,3,2,0,51.2,7.166666666666667,0
id:hak4544,id:ksb7872,3,2,0,369.9,264.03333333333336,0
id:impactx84,id:spaceload1,3,2,0,12.133333333333333,7.1,0
id:j8wkfn,id:j8wkfn,3,2,0,28.966666666666665,20.566666666666666,3
id:kanginmom,id:YoLaTengo,3,2,0,10.55,9.183333333333334,0
id:kimdel77,id:kimdel77,3,2,0,6.45,6.283333333333333,3
id:solution78,id:xowhdeo,3,2,0,248.43333333333334,222.26666666666668,0
id:sonhh,id:sonhh,3,2,0,7.516666666666667,6.816666666666666,3
id:summernight,id:Mobaraeram,3,2,0,49.833333333333336,17.333333333333332,0
id:unknownuser,id:TheHart,3,2,0,405.53333333333336,404.15,0
id:bookae1,id:loki83,3,1,0,462.6,366.85,0
id:coood7824,id:j8wkfn,3,1,0,13.916666666666666,9.583333333333334,0
id:dosa0705,id:neovis,3,1,0,32.45,19.9,0
id:hypeboy,id:sanapati,3,1,0,525.0666666666667,521.8166666666667,0
id:jiyoun1227,id:kicking,3,1,0,77.05,75.36666666666666,0
id:lovedavich,id:lovedavich,3,1,0,19.15,17.3,3
id:6830,id:PhDinssajul,2,2,0,103.14166666666667,19.85,0
id:6830,id:bulbol,2,2,0,6.916666666666666,6.55,0
id:6830,id:carlos02k,2,2,0,36.08333333333333,33.15,0
id:6830,id:dmis2111,2,2,0,189.17499999999998,27.516666666666666,0
id:6830,id:kopluke,2,2,0,263.15,68.23333333333333,0
id:6830,id:ksb7872,2,2,0,81.95833333333333,54.63333333333333,0
id:6830,id:mantis,2,2,0,31.491666666666667,9.916666666666666,0
id:6830,id:mendieta06,2,2,0,342.6166666666667,238.28333333333333,0
id:6830,id:mirissoul2,2,2,0,55.475,22.783333333333335,0
id:6830,id:naco16,2,2,0,12.416666666666666,8.816666666666666,0
id:BlackEyes23,id:adios00,2,2,0,5.558333333333334,5.466666666666667,0
id:BlackEyes23,id:arteta8,2,2,0,7.816666666666666,7.483333333333333,0
id:BlackEyes23,id:bluepillz,2,2,0,12.141666666666666,11.466666666666667,0
id:BlackEyes23,id:jdspitz,2,2,0,15.358333333333333,5.583333333333333,0
id:BlackEyes23,id:shkj22,2,2,0,10.0,8.216666666666667,0
id:Clocks,id:redgundam,2,2,0,87.5,7.833333333333333,0
id:FeelingGood,id:BongGu1103,2,2,0,172.79166666666669,26.8,0
id:FeelingGood,id:Ibrahima,2,2,0,7.533333333333333,6.383333333333334,0
id:FeelingGood,id:consul,2,2,0,16.55,6.433333333333334,0
id:FeelingGood,id:hypeboy,2,2,0,11.608333333333334,6.8,0
id:FeelingGood,id:kaizennf,2,2,0,6.616666666666667,5.7,0
id:FeelingGood,id:kapfazo,2,2,0,11.416666666666668,8.0,0
id:FeelingGood,id:kim2pac,2,2,0,30.833333333333332,11.533333333333333,0
id:FeelingGood,id:moohootae,2,2,0,9.0,5.766666666666667,0
id:FeelingGood,id:qnflsdl,2,2,0,11.808333333333334,9.3,0
id:FeelingGood,id:realysoccer,2,2,0,8.5,6.0,0
id:Ibisevic,id:forest,2,2,0,17.608333333333334,7.016666666666667,0
id:Ibisevic,id:kaoruchan,2,2,0,6.1,5.333333333333333,0
id:Ibisevic,id:mcraky,2,2,0,18.375,8.066666666666666,0
id:Ibisevic,id:press21cc,2,2,0,14.899999999999999,11.483333333333333,0
id:Ibisevic,id:raulgonzo,2,2,0,343.1583333333333,60.65,0
id:Ibisevic,id:regnier,2,2,0,39.46666666666667,20.75,0
id:Ibisevic,id:shdqn,2,2,0,112.5,68.05,0
id:Ibisevic,id:sinn556i,2,2,0,202.63333333333333,6.05,0
id:KINGBATI,id:dialine,2,2,0,7.6499999999999995,5.066666666666666,0
id:LJM1389,id:publicatio,2,2,0,7.35,6.316666666666666,0
id:LJM1389,id:rascol,2,2,0,270.5333333333333,106.93333333333334,0
id:ManU01,id:monkjm,2,2,0,46.074999999999996,5.533333333333333,0
id:Milner7,id:malwool,2,2,0,5.191666666666666,5.066666666666666,0
id:Mkisduchang,id:kiriman,2,2,0,11.524999999999999,6.1,0
id:Necovv,id:loblue208,2,2,0,7.216666666666667,7.083333333333333,0
id:Necovv,id:redondor,2,2,0,9.458333333333334,6.333333333333333,0
id:Ronaldo34,id:raulgonzo,2,2,0,20.841666666666665,13.666666666666666,0
id:Tenhag,id:kicheon,2,2,0,7.758333333333333,6.333333333333333,0
id:Tenhag,id:malwool,2,2,0,8.191666666666666,6.766666666666667,0
id:Tenhag,id:roe2k,2,2,0,71.58333333333334,10.9,0
id:Volvo,id:leoperiseus,2,2,0,27.233333333333334,24.5,0
id:Volvo,id:monkjm,2,2,0,13.566666666666666,6.416666666666667,0
id:YoLaTengo,id:cubana,2,2,0,238.975,6.25,0
id:YoLaTengo,id:wind1123,2,2,0,40.849999999999994,38.05,0
id:Zeit0809,id:MementoMori,2,2,0,449.0083333333333,443.93333333333334,0
id:Zeit0809,id:cubana,2,2,0,199.10833333333335,14.866666666666667,0
id:adkse,id:kaoruchan,2,2,0,15.391666666666667,8.183333333333334,0
id:adkse,id:monkjm,2,2,0,50.81666666666666,36.416666666666664,0
id:alfatini,id:dlawls,2,2,0,26.008333333333333,7.266666666666667,0
id:alfatini,id:kanoutsider,2,2,0,27.941666666666666,7.35,0
id:alfatini,id:leoperiseus,2,2,0,38.375,17.65,0
id:alfatini,id:vnweq956,2,2,0,7.975,7.6,0
id:armwear,id:cauking,2,2,0,12.841666666666667,7.933333333333334,0
id:armwear,id:roe2k,2,2,0,36.56666666666666,28.4,0
id:ashluna,id:zxcvbnm00765,2,2,0,13.441666666666666,11.6,0
id:bakjang,id:bakjang,2,2,0,21.908333333333335,14.516666666666667,2
id:bakjang,id:mrnohsr,2,2,0,231.20833333333334,64.43333333333334,0
id:bakjang,id:roe2k,2,2,0,23.625,6.616666666666666,0
id:blue123,id:Mukari07,2,2,0,24.941666666666666,14.633333333333333,0
id:blue123,id:arteta8,2,2,0,5.483333333333333,5.216666666666667,0
id:blue123,id:bookae1,2,2,0,9.616666666666667,5.1,0
id:blue123,id:erai7007,2,2,0,13.983333333333334,10.8,0
id:blue123,id:hoffenheim,2,2,0,16.441666666666666,5.033333333333333,0
id:blue123,id:juventus82,2,2,0,14.558333333333334,7.933333333333334,0
id:blue123,id:masok01,2,2,0,16.983333333333334,5.433333333333334,0
id:blue123,id:mhp3rd,2,2,0,12.533333333333333,11.116666666666667,0
id:blue123,id:naco16,2,2,0,26.95,7.716666666666667,0
id:blue123,id:rascol,2,2,0,32.5,13.183333333333334,0
id:blue123,id:roe2k,2,2,0,28.233333333333334,19.85,0
id:blue123,id:ulsan0101,2,2,0,15.200000000000001,6.116666666666666,0
id:blue123,id:ysy1214,2,2,0,32.075,11.25,0
id:bluepillz,id:dialine,2,2,0,11.625,10.116666666666667,0
id:bluepillz,id:leoperiseus,2,2,0,20.316666666666666,6.366666666666666,0
id:bluepillz,id:life13579,2,2,0,26.14166666666667,14.333333333333334,0
id:bluepillz,id:monkjm,2,2,0,25.525,5.666666666666667,0
id:boba1983,id:ImDoubleJ,2,2,0,29.491666666666667,10.55,0
id:boba1983,id:bluepillz,2,2,0,8.808333333333334,6.666666666666667,0
id:bookae1,id:arteta8,2,2,0,10.266666666666666,10.1,0
id:bookae1,id:bluepillz,2,2,0,7.608333333333333,7.516666666666667,0
id:bookae1,id:cauking,2,2,0,9.075,6.583333333333333,0
id:bookae1,id:rkarlaos1,2,2,0,237.11666666666667,41.63333333333333,0
id:bookae1,id:ttkwnffj,2,2,0,237.78333333333333,38.916666666666664,0
id:bugfix,id:okao,2,2,0,19.625,14.466666666666667,0
id:bugfix,id:progamer77,2,2,0,8.483333333333333,6.233333333333333,0
id:bugfix,id:tkrldh,2,2,0,121.66666666666666,103.45,0
id:bugfix,id:umamusume,2,2,0,7.075000000000001,5.133333333333334,0
id:bulbol,id:HENSON05,2,2,0,256.29166666666663,106.93333333333334,0
id:bulbol,id:MementoMori,2,2,0,10.125,9.433333333333334,0
id:bulbol,id:adios00,2,2,0,1027.5333333333333,23.866666666666667,0
id:bulbol,id:bbggkkk,2,2,0,13.05,6.5,0
id:bulbol,id:bell72,2,2,0,491.04999999999995,488.51666666666665,0
id:bulbol,id:blue5365,2,2,0,17.041666666666668,8.083333333333334,0
id:bulbol,id:bonobono234,2,2,0,12.35,6.5,0
id:bulbol,id:citable,2,2,0,15.791666666666668,7.733333333333333,0
id:bulbol,id:claxn7,2,2,0,76.26666666666668,20.483333333333334,0
id:bulbol,id:ddmcd,2,2,0,9.725000000000001,5.433333333333334,0
id:bulbol,id:dhdld321,2,2,0,10.008333333333333,5.1,0
id:bulbol,id:dining,2,2,0,224.13333333333333,46.21666666666667,0
id:bulbol,id:ehihoho,2,2,0,63.80833333333333,15.833333333333334,0
id:bulbol,id:englfish,2,2,0,7.35,5.816666666666666,0
id:bulbol,id:flamans1,2,2,0,9.891666666666666,9.583333333333334,0
id:bulbol,id:gum0510,2,2,0,16.566666666666666,7.483333333333333,0
id:bulbol,id:gunfilm,2,2,0,16.666666666666668,8.766666666666667,0
id:bulbol,id:hs10107,2,2,0,46.425,40.43333333333333,0
id:bulbol,id:itemptu2,2,2,0,25.25,7.216666666666667,0
id:bulbol,id:jinnankr,2,2,0,226.74166666666667,135.08333333333334,0
id:bulbol,id:koreatop,2,2,0,24.90833333333333,9.7,0
id:bulbol,id:mansun27,2,2,0,24.566666666666666,9.65,0
id:bulbol,id:millano,2,2,0,17.191666666666666,11.383333333333333,0
id:bulbol,id:nikkohadal,2,2,0,27.883333333333333,21.8,0
id:bulbol,id:reiun,2,2,0,7.658333333333333,5.1,0
id:bulbol,id:shrnhoist,2,2,0,27.900000000000002,9.233333333333333,0
id:bulbol,id:twija100,2,2,0,20.641666666666666,17.066666666666666,0
id:bulbol,id:yjs1g,2,2,0,14.933333333333334,5.8,0
id:bundes1,id:bookae1,2,2,0,9.458333333333332,6.183333333333334,0
id:bundes1,id:footpodo,2,2,0,8.075,6.25,0
id:bundes1,id:tkrldh,2,2,0,30.258333333333333,21.233333333333334,0
id:bvbreus11,id:gogumadory,2,2,0,294.76666666666665,289.6,0
id:bvbreus11,id:iglaman,2,2,0,8.45,7.666666666666667,0
id:bvbreus11,id:kim2pac,2,2,0,7.116666666666666,6.066666666666666,0
id:bvbreus11,id:leoperiseus,2,2,0,27.15833333333333,23.883333333333333,0
id:bvbreus11,id:redondor,2,2,0,16.96666666666667,14.0,0
id:byh3718,id:shkj22,2,2,0,16.783333333333335,5.45,0
id:cafetango,id:dleoduq1234,2,2,0,22.8,6.2,0
id:cho1250,id:iloveyousun,2,2,0,94.56666666666666,24.45,0
id:cho1250,id:redgundam,2,2,0,16.666666666666664,9.5,0
id:chun1149,id:Clousewitz,2,2,0,224.6,8.5,0
id:colacup,id:cubana,2,2,0,69.525,27.266666666666666,0
id:cydia14,id:itemptu2,2,2,0,9.158333333333333,8.183333333333334,0
id:cytokine1234,id:cauking,2,2,0,19.475,11.633333333333333,0
id:cytokine1234,id:ejirall,2,2,0,5.35,5.283333333333333,0
id:cytokine1234,id:liking83,2,2,0,14.783333333333335,6.783333333333333,0
id:cytokine1234,id:qnflsdl,2,2,0,18.791666666666664,7.066666666666666,0
id:cytokine1234,id:roe2k,2,2,0,15.275,14.183333333333334,0
id:cytokine1234,id:sinn556i,2,2,0,61.08333333333333,57.36666666666667,0
id:cytokine1234,id:stynerkn,2,2,0,10.316666666666666,9.6,0
id:dadoocom,id:kicheon,2,2,0,60.483333333333334,9.016666666666667,0
id:dadoocom,id:loadone,2,2,0,240.0,40.75,0
id:dbsupers,id:juventus82,2,2,0,152.525,37.416666666666664,0
id:deportivo7,id:BongGu1103,2,2,0,176.6833333333333,26.466666666666665,0
id:deportivo7,id:cubana,2,2,0,174.54999999999998,14.966666666666667,0
id:dlawls,id:itemptu2,2,2,0,77.85833333333333,15.883333333333333,0
id:dlawls,id:shkj22,2,2,0,9.616666666666667,6.466666666666667,0
id:dlawls,id:tactimp,2,2,0,63.49166666666666,21.65,0
id:dleoduq10004,id:life13579,2,2,0,10.591666666666667,6.433333333333334,0
id:dleoduq1234,id:god18xx,2,2,0,35.74166666666667,27.1,0
id:donka,id:monkjm,2,2,0,13.941666666666666,5.633333333333334,0
id:donka,id:shkj22,2,2,0,19.483333333333334,16.8,0
id:dress7,id:cubana,2,2,0,34.13333333333333,27.6,0
id:edh2och,id:placebo,2,2,0,13.775,7.25,0
id:edh2och,id:rukk7812,2,2,0,10.108333333333334,5.566666666666666,0
id:ehdtks9286,id:cubana,2,2,0,11.391666666666667,7.7,0
id:ehdtks9286,id:dialine,2,2,0,39.925,25.45,0
id:ehdtks9286,id:horsedongh,2,2,0,29.049999999999997,19.3,0
id:ehdtks9286,id:kiriman,2,2,0,14.883333333333333,14.3,0
id:ehdtks9286,id:redgundam,2,2,0,26.599999999999998,16.15,0
id:ejirall,id:cubana,2,2,0,6.691666666666666,6.3,0
id:epist,id:powerwkill1,2,2,0,16.558333333333334,11.983333333333333,0
id:euji,id:malwool,2,2,0,7.758333333333334,6.716666666666667,0
id:fantak,id:Clousewitz,2,2,0,20.825,20.466666666666665,0
id:fantak,id:Mobaraeram,2,2,0,280.45,134.28333333333333,0
id:fantak,id:Rojiblanco,2,2,0,13.833333333333332,5.45,0
id:fantak,id:adios00,2,2,0,10.358333333333334,9.616666666666667,0
id:fantak,id:dnfkfnpr,2,2,0,15.25,8.483333333333333,0
id:fantak,id:dress7,2,2,0,127.475,17.966666666666665,0
id:fantak,id:ehdtks9286,2,2,0,8.25,6.833333333333333,0
id:fantak,id:hopes,2,2,0,7.741666666666666,6.033333333333333,0
id:fantak,id:kicheon,2,2,0,39.050000000000004,7.7,0
id:fantak,id:kicking,2,2,0,11.983333333333334,6.216666666666667,0
id:fantak,id:loadone,2,2,0,10.041666666666666,5.516666666666667,0
id:fantak,id:milkblue,2,2,0,12.733333333333334,11.966666666666667,0
id:fantak,id:pucrinyesir,2,2,0,82.47500000000001,16.583333333333332,0
id:fantak,id:reiun,2,2,0,57.075,20.466666666666665,0
id:fantak,id:stynerkn,2,2,0,180.65,8.733333333333333,0
id:fantak,id:sugarlim,2,2,0,42.88333333333333,25.516666666666666,0
id:fantak,id:summernight,2,2,0,8.3,5.266666666666667,0
id:fantak,id:tactimp,2,2,0,262.30833333333334,91.98333333333333,0
id:fantak,id:vincent85,2,2,0,429.81666666666666,399.6666666666667,0
id:fantak,id:whoshot,2,2,0,13.108333333333334,7.666666666666667,0
id:fantak,id:xavi08,2,2,0,221.81666666666666,24.666666666666668,0
id:fantak,id:yjs1g,2,2,0,11.758333333333333,6.016666666666667,0
id:fantak,id:zerostar20,2,2,0,15.658333333333333,8.316666666666666,0
id:fantak,id:新) 허정무(blue123,2,2,0,7.275,6.433333333333334,0
id:flypcs20,id:FeelingGood,2,2,0,1123.7916666666665,16.383333333333333,0
id:flypcs20,id:bggp19,2,2,0,627.9166666666667,14.45,0
id:flypcs20,id:eobuba74,2,2,0,73.60833333333333,31.016666666666666,0
id:flypcs20,id:raulgonzo,2,2,0,346.3416666666667,279.8666666666667,0
id:grit,id:geni0,2,2,0,49.641666666666666,44.85,0
id:grit,id:kaizennf,2,2,0,8.675,6.266666666666667,0
id:grit,id:vincent85,2,2,0,11.183333333333334,5.95,0
id:grit,id:zxcvbnm00765,2,2,0,5.333333333333333,5.3,0
id:hak4544,id:roe2k,2,2,0,175.29166666666666,12.583333333333334,0
id:hanlobby,id:0979yj,2,2,0,23.433333333333334,9.25,0
id:hanlobby,id:flamans1,2,2,0,28.03333333333333,21.7,0
id:hanlobby,id:forest,2,2,0,11.366666666666667,5.8,0
id:hanlobby,id:iglaman,2,2,0,131.9,40.05,0
id:hanlobby,id:rascol,2,2,0,57.083333333333336,5.25,0
id:hobro,id:footpodo,2,2,0,7.391666666666667,6.966666666666667,0
id:hodoeel,id:10bergi,2,2,0,9.416666666666666,5.1,0
id:hodoeel,id:ajh30130,2,2,0,13.858333333333334,6.716666666666667,0
id:hodoeel,id:benben,2,2,0,262.5333333333333,81.3,0
id:hodoeel,id:dlawls,2,2,0,169.20000000000002,6.283333333333333,0
id:hodoeel,id:kakaka10,2,2,0,211.06666666666666,22.383333333333333,0
id:hodoeel,id:kanoutsider,2,2,0,65.8,7.116666666666666,0
id:hodoeel,id:kicking,2,2,0,10.758333333333333,10.433333333333334,0
id:hodoeel,id:realysoccer,2,2,0,16.316666666666666,7.633333333333334,0
id:hodoeel,id:summernight,2,2,0,216.30833333333334,24.766666666666666,0
id:horizon,id:ehdtks9286,2,2,0,10.241666666666667,6.316666666666666,0
id:horizon,id:kapfazo,2,2,0,290.98333333333335,6.25,0
id:horizon,id:lfcthismeans,2,2,0,11.433333333333334,8.883333333333333,0
id:horizon,id:oasiticjoo19,2,2,0,11.25,7.633333333333334,0
id:horizon,id:sonhh,2,2,0,234.53333333333333,9.083333333333334,0
id:htht709,id:arteta8,2,2,0,14.183333333333334,7.983333333333333,0
id:htht709,id:roe2k,2,2,0,29.683333333333334,8.4,0
id:htht709,id:sonhh,2,2,0,186.30833333333334,59.18333333333333,0
id:hudson8866,id:chojja,2,2,0,221.03333333333333,56.233333333333334,0
id:hwangheenim,id:yoshiki2,2,2,0,62.875,48.68333333333333,0
id:hyeok497,id:HENSON05,2,2,0,734.4083333333333,548.8333333333334,0
id:hyeok497,id:LosBlanco,2,2,0,90.58333333333333,10.95,0
id:hyeok497,id:gunfilm,2,2,0,13.491666666666667,5.3,0
id:hyeok497,id:messiya2022,2,2,0,149.8,38.68333333333333,0
id:hyeok497,id:oasiticjoo19,2,2,0,8.25,5.433333333333334,0
id:hyeok497,id:po1053,2,2,0,11.658333333333333,7.166666666666667,0
id:hyeok497,id:rwingback,2,2,0,11.341666666666667,10.933333333333334,0
id:hyeok497,id:shon0501,2,2,0,17.275,12.283333333333333,0
id:hypeboy,id:bluepillz,2,2,0,7.85,7.05,0
id:hypeboy,id:bookae1,2,2,0,24.991666666666667,10.15,0
id:hypeboy,id:eory24,2,2,0,21.46666666666667,18.7,0
id:hypeboy,id:korea1943,2,2,0,244.61666666666667,8.483333333333333,0
