PostAuthorKey,CommenterKey,InteractionCount,UniquePostsCommented,WithinWindowCount,MedianDeltaMinutes,MinDeltaMinutes,SelfCommentCount
id:deportivo7,id:kicheon,2,2,1,11.633333333333333,2.5166666666666666,0
id:deportivo7,id:kim2pac,2,2,1,13.333333333333334,2.4833333333333334,0
id:deportivo7,id:pearson19,2,2,1,8.525,3.816666666666667,0
id:dlawls,id:Necovv,2,2,1,10.008333333333333,4.916666666666667,0
id:dlawls,id:boba1983,2,2,1,7.558333333333334,3.716666666666667,0
id:dlawls,id:cauking,2,2,1,5.416666666666667,1.25,0
id:dlawls,id:monkjm,2,2,1,11.016666666666666,3.65,0
id:dlawls,id:xxvxx,2,2,1,6.449999999999999,1.4833333333333334,0
id:dleoduq1234,id:bugfix,2,2,1,9.458333333333334,1.85,0
id:dleoduq1234,id:deportivo7,2,2,1,4.425,0.9166666666666666,0
id:dleoduq1234,id:takeout2002,2,2,1,8.125,1.2666666666666666,0
id:donka,id:jeffkent,2,2,1,8.325,3.9166666666666665,0
id:dosa0705,id:dleoduq1234,2,2,1,10.366666666666667,1.8166666666666667,0
id:dress7,id:flareburst,2,2,1,5.55,2.5,0
id:dress7,id:okao,2,2,1,12.4,1.3,0
id:edh2och,id:bookae1,2,2,1,9.591666666666667,2.9,0
id:edh2och,id:cubana,2,2,1,15.674999999999999,1.9666666666666666,0
id:edh2och,id:edh2och,2,2,1,4.141666666666667,2.25,2
id:edh2och,id:lfcthismeans,2,2,1,4.225,2.5166666666666666,0
id:ehdtks9286,id:kuo13,2,2,1,3.825,1.35,0
id:ehdtks9286,id:progamer77,2,2,1,4.95,2.0166666666666666,0
id:ehdtks9286,id:sexline,2,2,1,4.108333333333333,2.216666666666667,0
id:ejirall,id:monkjm,2,2,1,22.258333333333333,1.1833333333333333,0
id:ejirall,id:stynerkn,2,2,1,8.983333333333334,2.066666666666667,0
id:fantak,id:cauking,2,2,1,42.641666666666666,3.3,0
id:fantak,id:dadoocom,2,2,1,8.791666666666666,4.833333333333333,0
id:fantak,id:darthfish,2,2,1,51.199999999999996,1.0833333333333333,0
id:fantak,id:dlawls,2,2,1,13.133333333333333,1.2166666666666666,0
id:fantak,id:ehsaksk,2,2,1,14.358333333333334,1.85,0
id:fantak,id:hjsa2004,2,2,1,50.08333333333333,3.8333333333333335,0
id:fantak,id:lj0608,2,2,1,15.225,1.3666666666666667,0
id:fantak,id:masok01,2,2,1,5.05,4.566666666666666,0
id:fantak,id:pharm92,2,2,1,5.583333333333334,2.7666666666666666,0
id:fantak,id:psj1905,2,2,1,3.9333333333333336,0.9,0
id:fantak,id:realysoccer,2,2,1,11.391666666666666,1.8333333333333333,0
id:fantak,id:roykie151,2,2,1,7.141666666666667,4.033333333333333,0
id:flamans1,id:Bluewings21,2,2,1,4.441666666666666,2.25,0
id:gerrard88,id:rainshowerkk,2,2,1,4.066666666666666,3.05,0
id:grit,id:boba1983,2,2,1,7.158333333333333,2.05,0
id:grit,id:hpkim90,2,2,1,235.69166666666666,2.466666666666667,0
id:grit,id:kiriman,2,2,1,6.591666666666667,0.85,0
id:grit,id:wind1123,2,2,1,4.825,2.9,0
id:gum0510,id:Bluewings21,2,2,1,17.416666666666668,2.816666666666667,0
id:gum0510,id:Milner7,2,2,1,10.541666666666666,3.1166666666666667,0
id:gum0510,id:againstwin80,2,2,1,6.966666666666667,1.4,0
id:gum0510,id:cytokine1234,2,2,1,4.7,4.25,0
id:gum0510,id:dlawls,2,2,1,7.708333333333333,3.066666666666667,0
id:gum0510,id:eiskzm,2,2,1,4.516666666666667,2.0166666666666666,0
id:gum0510,id:iglaman,2,2,1,5.341666666666667,0.9,0
id:gum0510,id:spoops,2,2,1,4.699999999999999,4.083333333333333,0
id:gum0510,id:vnweq956,2,2,1,5.333333333333333,3.15,0
id:hanlobby,id:KINGBATI,2,2,1,6.05,4.816666666666666,0
id:hanlobby,id:bulbol,2,2,1,6.708333333333334,2.65,0
id:hanlobby,id:jun2312,2,2,1,2.9416666666666664,0.55,0
id:hanlobby,id:kokomong,2,2,1,9.799999999999999,1.8833333333333333,0
id:hanlobby,id:naco16,2,2,1,4.333333333333334,1.0166666666666666,0
id:hanlobby,id:osodos,2,2,1,6.324999999999999,3.05,0
id:hanlobby,id:stynerkn,2,2,1,10.408333333333333,4.083333333333333,0
id:hanlobby,id:新) 허정무(blue123,2,2,1,7.841666666666667,3.9166666666666665,0
id:heherald,id:pearson19,2,2,1,3.3000000000000003,1.2166666666666666,0
id:hobro,id:Tenhag,2,2,1,11.466666666666667,3.8,0
id:hobro,id:deportivo7,2,2,1,193.48333333333332,0.9,0
id:hobro,id:lfcthismeans,2,2,1,7.125,1.35,0
id:hobro,id:sinn556i,2,2,1,5.091666666666667,4.366666666666666,0
id:hobro,id:tkrldh,2,2,1,4.508333333333333,2.9833333333333334,0
id:hodoeel,id:bbggkkk,2,2,1,9.325000000000001,0.8666666666666667,0
id:hodoeel,id:ksb7872,2,2,1,6.583333333333333,0.9833333333333333,0
id:hodoeel,id:solution78,2,2,1,265.725,1.7333333333333334,0
id:hodoeel,id:sounited13,2,2,1,12.283333333333333,2.1,0
id:hodoeel,id:tkrldh,2,2,1,15.616666666666665,3.0833333333333335,0
id:hodoeel,id:typoonj2,2,2,1,3.6833333333333336,1.35,0
id:hohohal1717,id:monkjm,2,2,1,7.8,2.433333333333333,0
id:hopes,id:shkj22,2,2,1,9.016666666666667,3.1333333333333333,0
id:horizon,id:BongGu1103,2,2,1,5.0,1.2,0
id:horizon,id:FeelingGood,2,2,1,5.6,4.65,0
id:horizon,id:Tenhag,2,2,1,9.025,3.3333333333333335,0
id:horizon,id:bookae1,2,2,1,8.108333333333333,2.933333333333333,0
id:horizon,id:bundes1,2,2,1,6.2333333333333325,1.7666666666666666,0
id:horizon,id:chakagesalja,2,2,1,5.683333333333334,2.033333333333333,0
id:horizon,id:forest,2,2,1,103.975,3.1666666666666665,0
id:horizon,id:jun2312,2,2,1,8.625,1.9,0
id:horizon,id:kaizennf,2,2,1,13.15,4.066666666666666,0
id:htht709,id:KINGBATI,2,2,1,5.5,1.1,0
id:htht709,id:dleoduq1234,2,2,1,6.0,1.4333333333333333,0
id:htht709,id:life13579,2,2,1,4.416666666666667,2.1666666666666665,0
id:htht709,id:mcraky,2,2,1,1232.8083333333334,1.0666666666666667,0
id:htht709,id:moohootae,2,2,1,9.108333333333333,2.1333333333333333,0
id:htht709,id:shkj22,2,2,1,23.7,2.683333333333333,0
id:htht709,id:todfndl12,2,2,1,15.691666666666666,4.083333333333333,0
id:hudson8866,id:donka,2,2,1,7.475,0.45,0
id:hudson8866,id:spoops,2,2,1,16.458333333333332,1.95,0
id:hwangheenim,id:vincent85,2,2,1,4.233333333333333,2.6666666666666665,0
id:hyeok497,id:Necovv,2,2,1,4.891666666666667,1.9166666666666667,0
id:hyeok497,id:Pacojung102,2,2,1,5.591666666666667,1.1666666666666667,0
id:hyeok497,id:YoLaTengo,2,2,1,3.5,1.7333333333333334,0
id:hyeok497,id:cjswkr10,2,2,1,4.591666666666667,2.066666666666667,0
id:hyeok497,id:erai7007,2,2,1,36.583333333333336,1.8833333333333333,0
id:hyeok497,id:hopes,2,2,1,6.675000000000001,3.8,0
id:hyeok497,id:hypeboy,2,2,1,4.091666666666667,1.2166666666666666,0
id:hyeok497,id:juventus82,2,2,1,11.616666666666667,1.85,0
id:hyeok497,id:kicheon,2,2,1,12.258333333333335,1.9166666666666667,0
id:hyeok497,id:kinomayu,2,2,1,13.65,2.683333333333333,0
id:hyeok497,id:kopluke,2,2,1,7.2749999999999995,0.85,0
id:hyeok497,id:press21cc,2,2,1,21.808333333333334,4.766666666666667,0
id:hyeok497,id:rukk7812,2,2,1,5.1,3.683333333333333,0
id:hyeok497,id:say1673,2,2,1,97.03333333333333,1.1333333333333333,0
id:hyeok497,id:shkj22,2,2,1,4.216666666666667,3.2666666666666666,0
id:hyeok497,id:typoonj2,2,2,1,3.7666666666666666,0.7666666666666667,0
id:hyeok497,id:video34,2,2,1,9.208333333333334,1.3166666666666667,0
id:hyeok497,id:yally1010,2,2,1,15.058333333333334,3.4166666666666665,0
id:hyeok497,id:yeonrang,2,2,1,5.766666666666667,4.05,0
id:hyeok497,id:zero080,2,2,1,6.316666666666667,0.8666666666666667,0
id:hypeboy,id:FeelingGood,2,2,1,7.033333333333334,0.5166666666666667,0
id:hypeboy,id:Tenhag,2,2,1,9.933333333333334,2.4166666666666665,0
id:hypeboy,id:YoLaTengo,2,2,1,15.766666666666666,4.4,0
id:hypeboy,id:bugfix,2,2,1,4.550000000000001,2.2,0
id:hypeboy,id:cubana,2,2,1,570.5916666666667,4.383333333333334,0
id:hypeboy,id:hypeboy,2,2,1,9.075,3.7333333333333334,2
id:hypeboy,id:impactx84,2,2,1,10.333333333333332,2.783333333333333,0
id:hypeboy,id:kanoutsider,2,2,1,234.675,3.6666666666666665,0
id:hypeboy,id:lfcthismeans,2,2,1,5.15,2.55,0
id:hypeboy,id:mirissoul2,2,2,1,13.241666666666665,1.0166666666666666,0
id:hypeboy,id:progamer77,2,2,1,6.375,3.55,0
id:hypeboy,id:radioshot1,2,2,1,6.216666666666667,1.55,0
id:ifleet,id:impactx84,2,2,1,4.816666666666666,3.6666666666666665,0
id:impactx84,id:1987vintage,2,2,1,5.55,1.0,0
id:impactx84,id:Bluewings21,2,2,1,64.86666666666666,4.866666666666666,0
id:impactx84,id:Volvo,2,2,1,48.31666666666666,4.066666666666666,0
id:impactx84,id:alfatini,2,2,1,3.675,1.8833333333333333,0
id:impactx84,id:bonobono234,2,2,1,5.383333333333334,3.0833333333333335,0
id:impactx84,id:cauking,2,2,1,33.5,3.7,0
id:impactx84,id:chun1149,2,2,1,5.199999999999999,4.866666666666666,0
id:impactx84,id:cytokine1234,2,2,1,6.741666666666667,2.3666666666666667,0
id:impactx84,id:dosa0705,2,2,1,51.50833333333333,3.5,0
id:impactx84,id:dress7,2,2,1,16.474999999999998,1.8666666666666667,0
id:impactx84,id:ffk12349,2,2,1,39.375,0.95,0
id:impactx84,id:grit,2,2,1,4.741666666666667,2.7666666666666666,0
id:impactx84,id:hoffenheim,2,2,1,3.5416666666666665,2.05,0
id:impactx84,id:hypeboy,2,2,1,6.191666666666666,2.5,0
id:impactx84,id:iskoke,2,2,1,5.175,2.9166666666666665,0
id:impactx84,id:juventus82,2,2,1,3.9916666666666663,1.1166666666666667,0
id:impactx84,id:kicheon,2,2,1,243.38333333333333,2.4,0
id:impactx84,id:kicking,2,2,1,9.833333333333334,4.583333333333333,0
id:impactx84,id:leoperiseus,2,2,1,28.166666666666664,1.7833333333333334,0
id:impactx84,id:mcraky,2,2,1,355.0083333333333,4.466666666666667,0
id:impactx84,id:sanapati,2,2,1,31.14166666666667,0.7,0
id:impactx84,id:stynerkn,2,2,1,4.383333333333333,3.5,0
id:impactx84,id:taz79,2,2,1,177.89166666666665,0.5166666666666667,0
id:impactx84,id:wheotjd1,2,2,1,6.258333333333333,1.1333333333333333,0
id:jdspitz,id:cubana,2,2,1,8.858333333333333,0.8333333333333334,0
id:jeffkent,id:kaizennf,2,2,1,7.108333333333333,1.9166666666666667,0
id:jeffkent,id:spoops,2,2,1,7.033333333333333,3.8666666666666667,0
id:jejajj9,id:chun1149,2,2,1,9.758333333333333,3.183333333333333,0
id:jj1211,id:rukk7812,2,2,1,9.491666666666667,2.45,0
id:jj1211,id:sdh90,2,2,1,5.458333333333333,1.6333333333333333,0
id:jj1211,id:shkj22,2,2,1,9.333333333333332,2.65,0
id:joohakmoo,id:donka,2,2,1,4.766666666666667,0.6,0
id:joohakmoo,id:potatochip1,2,2,1,9.258333333333333,4.683333333333334,0
id:joohakmoo,id:redgundam,2,2,1,5.466666666666667,0.8666666666666667,0
id:joohakmoo,id:roe2k,2,2,1,73.79166666666667,3.15,0
id:jun2312,id:10bergi,2,2,1,16.583333333333336,3.6333333333333333,0
id:jun2312,id:cubana,2,2,1,29.825,2.4833333333333334,0
id:jun2312,id:dleoduq1234,2,2,1,3.9,1.2333333333333334,0
id:jun2312,id:kiriman,2,2,1,4.008333333333333,1.2166666666666666,0
id:jun2312,id:okao,2,2,1,3.666666666666667,2.183333333333333,0
id:jun2312,id:shkj22,2,2,1,8.275,4.7,0
id:jun2312,id:whoshot,2,2,1,7.725,0.7,0
id:juventus82,id:Clocks,2,2,1,9.775,1.0166666666666666,0
id:juventus82,id:cytokine1234,2,2,1,3.9333333333333336,2.3833333333333333,0
id:juventus82,id:gum0510,2,2,1,4.05,1.9833333333333334,0
id:juventus82,id:mirissoul2,2,2,1,8.091666666666667,2.2666666666666666,0
id:juventus82,id:vnweq956,2,2,1,4.2,1.9666666666666666,0
id:kaizennf,id:bookae1,2,2,1,9.016666666666666,3.3666666666666667,0
id:kaizennf,id:filyeun2,2,2,1,5.7,2.533333333333333,0
id:kanginmom,id:roe2k,2,2,1,22.808333333333334,2.65,0
id:kglite,id:whoshot,2,2,1,11.766666666666667,1.1666666666666667,0
id:kim2pac,id:cauking,2,2,1,6.783333333333333,2.066666666666667,0
id:kimpo,id:bulbol,2,2,1,4.458333333333333,2.15,0
id:kimpo,id:pearson19,2,2,1,5.699999999999999,4.566666666666666,0
id:kiriman,id:malwool,2,2,1,6.741666666666667,4.55,0
id:kiriman,id:yhtuos,2,2,1,4.233333333333333,0.8166666666666667,0
id:kohs98,id:okao,2,2,1,203.53333333333336,1.2833333333333334,0
id:kokomong,id:cubana,2,2,1,4.258333333333333,1.45,0
id:kokomong,id:kanoutsider,2,2,1,7.758333333333333,3.6,0
id:kokomong,id:press21cc,2,2,1,10.358333333333334,3.1666666666666665,0
id:kokomong,id:shkj22,2,2,1,9.983333333333333,1.15,0
id:leoperiseus,id:mirissoul2,2,2,1,4.833333333333333,2.65,0
id:lfcthismeans,id:benben,2,2,1,93.01666666666667,3.65,0
id:lfcthismeans,id:footpodo,2,2,1,3.716666666666667,0.8666666666666667,0
id:lfcthismeans,id:life13579,2,2,1,9.45,4.05,0
id:lfcthismeans,id:masok01,2,2,1,6.291666666666666,2.55,0
id:lfcthismeans,id:potatochip1,2,2,1,10.041666666666668,3.7333333333333334,0
id:lfcthismeans,id:redgundam,2,2,1,15.7,0.5,0
id:lfcthismeans,id:sta0505,2,2,1,10.916666666666666,1.6166666666666667,0
id:lfcthismeans,id:stynerkn,2,2,1,4.358333333333333,2.8666666666666667,0
id:lfcthismeans,id:xxvxx,2,2,1,9.516666666666667,4.516666666666667,0
id:lh1440,id:cytokine1234,2,2,1,3.3166666666666664,1.0833333333333333,0
id:lj0608,id:dialine,2,2,1,14.441666666666666,4.916666666666667,0
id:lj0608,id:kanoutsider,2,2,1,11.408333333333333,3.4,0
id:lj0608,id:okao,2,2,1,4.6,1.7,0
id:lj0608,id:roe2k,2,2,1,164.17499999999998,3.65,0
id:lovedavich,id:dleoduq1234,2,2,1,8.575000000000001,1.3833333333333333,0
id:luna7742,id:dlawls,2,2,1,4.191666666666666,1.5166666666666666,0
id:luna7742,id:hpkim90,2,2,1,4.725,3.033333333333333,0
id:luna7742,id:okao,2,2,1,227.38333333333333,2.316666666666667,0
id:luna7742,id:progamer77,2,2,1,4.95,1.85,0
id:luna7742,id:wind1123,2,2,1,8.35,1.4666666666666666,0
id:maelsy99,id:spoops,2,2,1,7.0,2.2,0
id:makaloni,id:Bluewings21,2,2,1,2.95,0.38333333333333336,0
id:makaloni,id:consul,2,2,1,3.841666666666667,1.2833333333333334,0
id:makaloni,id:okao,2,2,1,15.341666666666667,3.7,0
id:makaloni,id:whoshot,2,2,1,3.1416666666666666,0.7333333333333333,0
id:malwool,id:impactx84,2,2,1,3.5,0.5666666666666667,0
id:malwool,id:kuo13,2,2,1,24.84166666666667,2.85,0
id:malwool,id:malwool,2,2,1,98.46666666666667,4.083333333333333,2
id:malwool,id:okao,2,2,1,19.758333333333333,3.7333333333333334,0
id:malwool,id:realysoccer,2,2,1,21.241666666666664,3.55,0
id:masok01,id:bundes1,2,2,1,5.183333333333334,3.9,0
id:masok01,id:kokomong,2,2,1,8.966666666666667,2.15,0
id:masok01,id:masok01,2,2,1,5.0,2.3333333333333335,2
id:mcraky,id:mcraky,2,2,1,5.308333333333334,4.516666666666667,2
id:megacoffee25,id:bulbol,2,2,1,3.475,1.9333333333333333,0
id:megacoffee25,id:cauking,2,2,1,24.825,3.283333333333333,0
id:messiya2022,id:messiya2022,2,2,1,7.191666666666666,4.416666666666667,2
id:mirissoul2,id:malwool,2,2,1,6.4,3.183333333333333,0
id:mnyj,id:kuo13,2,2,1,5.216666666666667,1.5166666666666666,0
id:modern21,id:ejirall,2,2,1,4.5,1.05,0
id:modern21,id:kinomayu,2,2,1,5.833333333333333,3.683333333333333,0
id:modern21,id:todfndl12,2,2,1,3.416666666666667,1.35,0
id:naco16,id:85yang,2,2,1,8.458333333333332,2.433333333333333,0
id:naco16,id:Clocks,2,2,1,5.875,1.5,0
id:naco16,id:ar10,2,2,1,4.3,2.85,0
id:naco16,id:blue5365,2,2,1,4.916666666666667,1.8666666666666667,0
id:naco16,id:itemptu2,2,2,1,8.158333333333333,3.283333333333333,0
id:naco16,id:kaizennf,2,2,1,4.766666666666667,4.05,0
id:naco16,id:kakaka10,2,2,1,10.45,3.466666666666667,0
id:naco16,id:kokomong,2,2,1,4.141666666666667,2.0,0
id:naco16,id:kopluke,2,2,1,8.466666666666667,4.35,0
id:naco16,id:potatochip1,2,2,1,6.033333333333333,0.5,0
id:naco16,id:reiun,2,2,1,4.383333333333333,2.033333333333333,0
id:naco16,id:todfndl12,2,2,1,6.65,3.4,0
id:naco16,id:yeonrang,2,2,1,7.858333333333334,4.166666666666667,0
id:naco16,id:yhtuos,2,2,1,4.458333333333333,2.816666666666667,0
id:naco16,id:zxcvbnm00765,2,2,1,46.81666666666667,4.216666666666667,0
id:ninety5mph,id:Milner7,2,2,1,23.291666666666668,4.25,0
id:ninety5mph,id:bald80,2,2,1,3.9333333333333336,2.5833333333333335,0
id:ninety5mph,id:coolow,2,2,1,9.833333333333332,2.7,0
id:ninety5mph,id:ejirall,2,2,1,4.941666666666666,4.366666666666666,0
id:ninety5mph,id:hkwo031,2,2,1,6.358333333333333,2.8666666666666667,0
id:ninety5mph,id:spoops,2,2,1,3.808333333333333,0.5,0
id:niwoong1,id:mantis,2,2,1,35.8,3.7666666666666666,0
id:novacane,id:dress7,2,2,1,14.7,0.7,0
id:novacane,id:grit,2,2,1,5.491666666666667,3.316666666666667,0
id:novacane,id:hpkim90,2,2,1,6.608333333333334,2.95,0
id:novacane,id:kiriman,2,2,1,6.800000000000001,3.45,0
id:novacane,id:oasiticjoo19,2,2,1,7.841666666666667,3.5,0
id:oasiticjoo19,id:YoLaTengo,2,2,1,4.983333333333333,3.75,0
id:oasiticjoo19,id:vincent85,2,2,1,4.675,2.1666666666666665,0
id:oasiticjoo19,id:wenli,2,2,1,144.0,2.1,0
id:ok2id,id:bulbol,2,2,1,10.9,3.2666666666666666,0
id:ok2id,id:dleoduq10004,2,2,1,13.883333333333333,3.3833333333333333,0
id:ok2id,id:enckdtlqkf,2,2,1,8.8,4.5,0
id:osodos,id:donka,2,2,1,8.041666666666666,3.9,0
id:pearson19,id:chun1149,2,2,1,10.075000000000001,0.55,0
id:pearson19,id:dadoocom,2,2,1,4.266666666666667,1.95,0
id:pearson19,id:flamans1,2,2,1,11.4,1.55,0
id:pearson19,id:forest,2,2,1,7.525,4.3,0
id:pearson19,id:grit,2,2,1,43.15833333333333,4.266666666666667,0
id:pearson19,id:kinomayu,2,2,1,15.05,3.183333333333333,0
id:pearson19,id:pjhwinner,2,2,1,8.175,1.05,0
id:pearson19,id:roe2k,2,2,1,4.266666666666667,1.0,0
id:pearson19,id:supremebape,2,2,1,5.608333333333333,3.15,0
id:pearson19,id:tavares,2,2,1,7.308333333333334,2.1166666666666667,0
id:placebo,id:whoshot,2,2,1,10.275,4.116666666666666,0
id:pucrinyesir,id:Necovv,2,2,1,137.39166666666665,2.0166666666666666,0
id:pucrinyesir,id:consul,2,2,1,15.975,2.9,0
id:pucrinyesir,id:dialine,2,2,1,22.25,4.416666666666667,0
id:pucrinyesir,id:kanoutsider,2,2,1,6.45,1.6333333333333333,0
id:pucrinyesir,id:modern21,2,2,1,3.8666666666666667,2.216666666666667,0
id:pucrinyesir,id:pearson19,2,2,1,3.1916666666666664,0.36666666666666664,0
id:pucrinyesir,id:pjhwinner,2,2,1,8.675,2.0,0
id:pucrinyesir,id:raistlin1,2,2,1,508.15833333333336,2.4833333333333334,0
id:pucrinyesir,id:sheva7,2,2,1,6.325,0.8166666666666667,0
id:pucrinyesir,id:ulsan0101,2,2,1,14.433333333333332,0.7166666666666667,0
id:pucrinyesir,id:yhtuos,2,2,1,6.825,1.3666666666666667,0
id:qhdtlsdl,id:Tenhag,2,2,1,196.28333333333333,3.0,0
id:qhdtlsdl,id:bluepillz,2,2,1,9.125,3.65,0
id:qhdtlsdl,id:bookae1,2,2,1,15.616666666666665,3.7666666666666666,0
id:qhdtlsdl,id:dleoduq1234,2,2,1,5.383333333333333,4.25,0
id:qhdtlsdl,id:roe2k,2,2,1,5.258333333333333,4.983333333333333,0
id:qnflsdl,id:roe2k,2,2,1,3.8833333333333333,2.5,0
id:radioshot1,id:bluepillz,2,2,1,5.041666666666666,2.7333333333333334,0
id:radioshot1,id:chakagesalja,2,2,1,13.600000000000001,3.9166666666666665,0
id:radioshot1,id:deportivo7,2,2,1,6.075,0.5166666666666667,0
id:radioshot1,id:horsedongh,2,2,1,4.308333333333334,1.2166666666666666,0
id:radioshot1,id:hsw0119,2,2,1,8.225,3.533333333333333,0
id:radioshot1,id:hypeboy,2,2,1,8.858333333333334,4.45,0
id:radioshot1,id:makaloni,2,2,1,5.300000000000001,2.05,0
id:radioshot1,id:redondor,2,2,1,134.64166666666665,0.26666666666666666,0
id:radioshot1,id:sinn556i,2,2,1,8.325,1.2166666666666666,0
id:rainshowerkk,id:cubana,2,2,1,8.966666666666667,0.8833333333333333,0
id:rainshowerkk,id:juventus82,2,2,1,3.5,1.5,0
id:rainshowerkk,id:spoops,2,2,1,4.225,2.9,0
id:regions,id:chun1149,2,2,1,17.566666666666666,1.45,0
id:regions,id:donka,2,2,1,33.625,1.7333333333333334,0
id:regions,id:hypeboy,2,2,1,5.033333333333333,0.9,0
id:regions,id:klay5587,2,2,1,45.483333333333334,4.8,0
id:regions,id:mantis,2,2,1,18.416666666666664,2.55,0
id:regions,id:whoshot,2,2,1,6.4833333333333325,4.3,0
id:rhcp11,id:dadoocom,2,2,1,3.566666666666667,1.25,0
id:roe2k,id:cubana,2,2,1,16.09166666666667,4.95,0
id:rukk7812,id:DKisKing,2,2,1,11.033333333333333,0.36666666666666664,0
id:rukk7812,id:camel55,2,2,1,16.525,2.9,0
id:rukk7812,id:chakagesalja,2,2,1,3.4000000000000004,1.1333333333333333,0
id:rukk7812,id:cytokine1234,2,2,1,13.591666666666665,1.2166666666666666,0
id:rukk7812,id:deeblue,2,2,1,14.141666666666667,2.35,0
id:rukk7812,id:dress7,2,2,1,35.35,2.9833333333333334,0
id:rukk7812,id:erai7007,2,2,1,128.88333333333333,3.033333333333333,0
id:rukk7812,id:eufc,2,2,1,12.408333333333333,1.1,0
id:rukk7812,id:flamans1,2,2,1,9.775,2.6333333333333333,0
id:rukk7812,id:hodoeel,2,2,1,17.1,4.033333333333333,0
id:rukk7812,id:htht709,2,2,1,3.533333333333333,1.6333333333333333,0
id:rukk7812,id:hulk,2,2,1,6.491666666666667,1.5166666666666666,0
id:rukk7812,id:iglaman,2,2,1,9.766666666666667,1.85,0
id:rukk7812,id:kokand1912,2,2,1,17.64166666666667,2.95,0
id:rukk7812,id:ksb7872,2,2,1,15.891666666666667,3.7333333333333334,0
id:rukk7812,id:luna7742,2,2,1,7.508333333333333,4.766666666666667,0
id:rukk7812,id:nikkohadal,2,2,1,9.575,3.4833333333333334,0
id:rukk7812,id:roykie151,2,2,1,8.166666666666666,0.26666666666666666,0
id:rukk7812,id:shrnhoist,2,2,1,7.975,4.416666666666667,0
id:rukk7812,id:traum0105,2,2,1,7.258333333333333,2.4833333333333334,0
id:rukk7812,id:whddlqlgodrl,2,2,1,8.008333333333333,4.666666666666667,0
id:rukk7812,id:wheotjd1,2,2,1,5.341666666666667,4.333333333333333,0
id:rukk7812,id:woobo,2,2,1,7.9,5.0,0
id:rukk7812,id:yally1010,2,2,1,4.516666666666667,2.05,0
id:say1673,id:donka,2,2,1,3.325,0.8833333333333333,0
id:say1673,id:ejirall,2,2,1,8.825,2.8,0
id:say1673,id:kicking,2,2,1,4.191666666666666,1.4333333333333333,0
id:say1673,id:lfcthismeans,2,2,1,4.483333333333333,2.716666666666667,0
id:say1673,id:roe2k,2,2,1,65.45833333333334,1.8666666666666667,0
id:sc1984,id:forest,2,2,1,5.675,4.733333333333333,0
id:sdh90,id:sdh90,2,2,1,5.208333333333333,3.6666666666666665,2
id:sexline,id:hypeboy,2,2,1,3.1,0.9833333333333333,0
id:shkj22,id:bluepillz,2,2,1,8.25,1.05,0
id:simbae1,id:monkjm,2,2,1,14.25,1.6333333333333333,0
id:snap23,id:Mobaraeram,2,2,1,7.566666666666666,1.1333333333333333,0
id:snap23,id:jun2312,2,2,1,4.866666666666667,2.0166666666666666,0
id:snap23,id:mirissoul2,2,2,1,3.875,1.4666666666666666,0
id:snap23,id:okao,2,2,1,6.858333333333333,0.43333333333333335,0
id:snap23,id:runasea,2,2,1,10.608333333333334,4.933333333333334,0
id:snap23,id:sexline,2,2,1,5.775,3.0,0
id:snap23,id:taz79,2,2,1,24.425,0.5666666666666667,0
id:snap23,id:ulsan0101,2,2,1,33.833333333333336,2.5,0
id:snap23,id:vincent85,2,2,1,8.325,2.9,0
id:soccerfw16,id:xxvxx,2,2,1,5.575,2.0,0
id:soccerlineid,id:hypeboy,2,2,1,4.291666666666667,1.8,0
id:solution78,id:KINGBATI,2,2,1,4.5249999999999995,0.45,0
id:solution78,id:Milner7,2,2,1,19.9,2.8833333333333333,0
id:solution78,id:Mobaraeram,2,2,1,20.066666666666666,2.2666666666666666,0
id:solution78,id:YoLaTengo,2,2,1,9.341666666666667,1.3333333333333333,0
id:solution78,id:epist,2,2,1,4.841666666666667,2.816666666666667,0
id:solution78,id:flareburst,2,2,1,3.3499999999999996,1.5833333333333333,0
id:solution78,id:impactx84,2,2,1,4.158333333333333,0.7333333333333333,0
id:solution78,id:jdspitz,2,2,1,4.941666666666666,3.933333333333333,0
id:solution78,id:kakaka10,2,2,1,21.316666666666666,3.0833333333333335,0
id:solution78,id:leoperiseus,2,2,1,6.375,3.8833333333333333,0
id:solution78,id:life13579,2,2,1,9.3,3.066666666666667,0
id:solution78,id:makijeon,2,2,1,32.141666666666666,1.6833333333333333,0
id:solution78,id:masok01,2,2,1,8.2,4.516666666666667,0
id:solution78,id:rwingback,2,2,1,13.175,4.316666666666666,0
id:solution78,id:yally1010,2,2,1,20.349999999999998,1.65,0
id:sonhh,id:dleoduq1234,2,2,1,5.466666666666667,1.35,0
id:sonhh,id:progamer77,2,2,1,4.641666666666667,0.9666666666666667,0
id:sonhh,id:spoops,2,2,1,6.916666666666666,1.2,0
id:sounited13,id:2egg3things,2,2,1,77.58333333333334,3.3333333333333335,0
id:sounited13,id:haebark,2,2,1,4.258333333333333,1.0,0
id:sounited13,id:hmhgood,2,2,1,4.391666666666667,1.5833333333333333,0
id:sounited13,id:oasiticjoo19,2,2,1,18.291666666666668,2.0,0
id:sounited13,id:whoshot,2,2,1,2.9916666666666667,0.43333333333333335,0
id:stynerkn,id:bluepillz,2,2,1,7.075,3.566666666666667,0
id:stynerkn,id:dleoduq1234,2,2,1,12.3,4.1,0
